jobid mutator crossover repair generator D mu eps repl
42674 pbf off off uncorr 10 100 0.9 4
42675 pbf off off uncorr 10 100 0.9 5
42676 pbf off off uncorr 10 100 0.9 6
42677 pbf off off uncorr 10 100 0.9 7
42678 pbf off off uncorr 10 100 0.9 8
42679 pbf off off uncorr 10 100 0.9 9
42680 pbf off off uncorr 10 100 0.9 10
42681 pbf off off uncorr 10 200 0.1 1
42682 pbf off off uncorr 10 200 0.1 2
42683 pbf off off uncorr 10 200 0.1 3
42684 pbf off off uncorr 10 200 0.1 4
42685 pbf off off uncorr 10 200 0.1 5
42686 pbf off off uncorr 10 200 0.1 6
42687 pbf off off uncorr 10 200 0.1 7
42688 pbf off off uncorr 10 200 0.1 8
42689 pbf off off uncorr 10 200 0.1 9
42690 pbf off off uncorr 10 200 0.1 10
42691 pbf off off uncorr 10 200 0.2 1
42692 pbf off off uncorr 10 200 0.2 2
42693 pbf off off uncorr 10 200 0.2 3
42694 pbf off off uncorr 10 200 0.2 4
42695 pbf off off uncorr 10 200 0.2 5
42696 pbf off off uncorr 10 200 0.2 6
42697 pbf off off uncorr 10 200 0.2 7
42698 pbf off off uncorr 10 200 0.2 8
42699 pbf off off uncorr 10 200 0.2 9
42700 pbf off off uncorr 10 200 0.2 10
42701 pbf off off uncorr 10 200 0.5 1
42702 pbf off off uncorr 10 200 0.5 2
42703 pbf off off uncorr 10 200 0.5 3
42704 pbf off off uncorr 10 200 0.5 4
42705 pbf off off uncorr 10 200 0.5 5
42706 pbf off off uncorr 10 200 0.5 6
42707 pbf off off uncorr 10 200 0.5 7
42708 pbf off off uncorr 10 200 0.5 8
42709 pbf off off uncorr 10 200 0.5 9
42710 pbf off off uncorr 10 200 0.5 10
42711 pbf off off uncorr 10 200 0.9 1
42712 pbf off off uncorr 10 200 0.9 2
42713 pbf off off uncorr 10 200 0.9 3
42714 pbf off off uncorr 10 200 0.9 4
42715 pbf off off uncorr 10 200 0.9 5
42716 pbf off off uncorr 10 200 0.9 6
42717 pbf off off uncorr 10 200 0.9 7
42718 pbf off off uncorr 10 200 0.9 8
42719 pbf off off uncorr 10 200 0.9 9
42720 pbf off off uncorr 10 200 0.9 10
42721 pbf off off scorr 2 25 0.1 1
42722 pbf off off scorr 2 25 0.1 2
42723 pbf off off scorr 2 25 0.1 3
42724 pbf off off scorr 2 25 0.1 4
42725 pbf off off scorr 2 25 0.1 5
42726 pbf off off scorr 2 25 0.1 6
42727 pbf off off scorr 2 25 0.1 7
42728 pbf off off scorr 2 25 0.1 8
42729 pbf off off scorr 2 25 0.1 9
42730 pbf off off scorr 2 25 0.1 10
42731 pbf off off scorr 2 25 0.2 1
42732 pbf off off scorr 2 25 0.2 2
42733 pbf off off scorr 2 25 0.2 3
42734 pbf off off scorr 2 25 0.2 4
42735 pbf off off scorr 2 25 0.2 5
42736 pbf off off scorr 2 25 0.2 6
42737 pbf off off scorr 2 25 0.2 7
42738 pbf off off scorr 2 25 0.2 8
42739 pbf off off scorr 2 25 0.2 9
42740 pbf off off scorr 2 25 0.2 10
42741 pbf off off scorr 2 25 0.5 1
42742 pbf off off scorr 2 25 0.5 2
42743 pbf off off scorr 2 25 0.5 3
42744 pbf off off scorr 2 25 0.5 4
42745 pbf off off scorr 2 25 0.5 5
42746 pbf off off scorr 2 25 0.5 6
42747 pbf off off scorr 2 25 0.5 7
42748 pbf off off scorr 2 25 0.5 8
42749 pbf off off scorr 2 25 0.5 9
42750 pbf off off scorr 2 25 0.5 10
42751 pbf off off scorr 2 25 0.9 1
42752 pbf off off scorr 2 25 0.9 2
42753 pbf off off scorr 2 25 0.9 3
42754 pbf off off scorr 2 25 0.9 4
42755 pbf off off scorr 2 25 0.9 5
42756 pbf off off scorr 2 25 0.9 6
42757 pbf off off scorr 2 25 0.9 7
42758 pbf off off scorr 2 25 0.9 8
42759 pbf off off scorr 2 25 0.9 9
42760 pbf off off scorr 2 25 0.9 10
42761 pbf off off scorr 2 50 0.1 1
42762 pbf off off scorr 2 50 0.1 2
42763 pbf off off scorr 2 50 0.1 3
42764 pbf off off scorr 2 50 0.1 4
42765 pbf off off scorr 2 50 0.1 5
42766 pbf off off scorr 2 50 0.1 6
42767 pbf off off scorr 2 50 0.1 7
42768 pbf off off scorr 2 50 0.1 8
42769 pbf off off scorr 2 50 0.1 9
42770 pbf off off scorr 2 50 0.1 10
42771 pbf off off scorr 2 50 0.2 1
42772 pbf off off scorr 2 50 0.2 2
42773 pbf off off scorr 2 50 0.2 3
42774 pbf off off scorr 2 50 0.2 4
42775 pbf off off scorr 2 50 0.2 5
42776 pbf off off scorr 2 50 0.2 6
42777 pbf off off scorr 2 50 0.2 7
42778 pbf off off scorr 2 50 0.2 8
42779 pbf off off scorr 2 50 0.2 9
42780 pbf off off scorr 2 50 0.2 10
42781 pbf off off scorr 2 50 0.5 1
42782 pbf off off scorr 2 50 0.5 2
42783 pbf off off scorr 2 50 0.5 3
42784 pbf off off scorr 2 50 0.5 4
42785 pbf off off scorr 2 50 0.5 5
42786 pbf off off scorr 2 50 0.5 6
42787 pbf off off scorr 2 50 0.5 7
42788 pbf off off scorr 2 50 0.5 8
42789 pbf off off scorr 2 50 0.5 9
42790 pbf off off scorr 2 50 0.5 10
42791 pbf off off scorr 2 50 0.9 1
42792 pbf off off scorr 2 50 0.9 2
42793 pbf off off scorr 2 50 0.9 3
42794 pbf off off scorr 2 50 0.9 4
42795 pbf off off scorr 2 50 0.9 5
42796 pbf off off scorr 2 50 0.9 6
42797 pbf off off scorr 2 50 0.9 7
42798 pbf off off scorr 2 50 0.9 8
42799 pbf off off scorr 2 50 0.9 9
42800 pbf off off scorr 2 50 0.9 10
42801 pbf off off scorr 2 100 0.1 1
42802 pbf off off scorr 2 100 0.1 2
42803 pbf off off scorr 2 100 0.1 3
42804 pbf off off scorr 2 100 0.1 4
42805 pbf off off scorr 2 100 0.1 5
42806 pbf off off scorr 2 100 0.1 6
42807 pbf off off scorr 2 100 0.1 7
42808 pbf off off scorr 2 100 0.1 8
42809 pbf off off scorr 2 100 0.1 9
42810 pbf off off scorr 2 100 0.1 10
42811 pbf off off scorr 2 100 0.2 1
42812 pbf off off scorr 2 100 0.2 2
42813 pbf off off scorr 2 100 0.2 3
42814 pbf off off scorr 2 100 0.2 4
42815 pbf off off scorr 2 100 0.2 5
42816 pbf off off scorr 2 100 0.2 6
42817 pbf off off scorr 2 100 0.2 7
42818 pbf off off scorr 2 100 0.2 8
42819 pbf off off scorr 2 100 0.2 9
42820 pbf off off scorr 2 100 0.2 10
42821 pbf off off scorr 2 100 0.5 1
42822 pbf off off scorr 2 100 0.5 2
42823 pbf off off scorr 2 100 0.5 3
42824 pbf off off scorr 2 100 0.5 4
42825 pbf off off scorr 2 100 0.5 5
42826 pbf off off scorr 2 100 0.5 6
42827 pbf off off scorr 2 100 0.5 7
42828 pbf off off scorr 2 100 0.5 8
42829 pbf off off scorr 2 100 0.5 9
42830 pbf off off scorr 2 100 0.5 10
42831 pbf off off scorr 2 100 0.9 1
42832 pbf off off scorr 2 100 0.9 2
42833 pbf off off scorr 2 100 0.9 3
42834 pbf off off scorr 2 100 0.9 4
42835 pbf off off scorr 2 100 0.9 5
42836 pbf off off scorr 2 100 0.9 6
42837 pbf off off scorr 2 100 0.9 7
42838 pbf off off scorr 2 100 0.9 8
42839 pbf off off scorr 2 100 0.9 9
42840 pbf off off scorr 2 100 0.9 10
42841 pbf off off scorr 2 200 0.1 1
42842 pbf off off scorr 2 200 0.1 2
42843 pbf off off scorr 2 200 0.1 3
42844 pbf off off scorr 2 200 0.1 4
42845 pbf off off scorr 2 200 0.1 5
42846 pbf off off scorr 2 200 0.1 6
42847 pbf off off scorr 2 200 0.1 7
42848 pbf off off scorr 2 200 0.1 8
42849 pbf off off scorr 2 200 0.1 9
42850 pbf off off scorr 2 200 0.1 10
42851 pbf off off scorr 2 200 0.2 1
42852 pbf off off scorr 2 200 0.2 2
42853 pbf off off scorr 2 200 0.2 3
42854 pbf off off scorr 2 200 0.2 4
42855 pbf off off scorr 2 200 0.2 5
42856 pbf off off scorr 2 200 0.2 6
42857 pbf off off scorr 2 200 0.2 7
42858 pbf off off scorr 2 200 0.2 8
42859 pbf off off scorr 2 200 0.2 9
42860 pbf off off scorr 2 200 0.2 10
42861 pbf off off scorr 2 200 0.5 1
42862 pbf off off scorr 2 200 0.5 2
42863 pbf off off scorr 2 200 0.5 3
42864 pbf off off scorr 2 200 0.5 4
42865 pbf off off scorr 2 200 0.5 5
42866 pbf off off scorr 2 200 0.5 6
42867 pbf off off scorr 2 200 0.5 7
42868 pbf off off scorr 2 200 0.5 8
42869 pbf off off scorr 2 200 0.5 9
42870 pbf off off scorr 2 200 0.5 10
42871 pbf off off scorr 2 200 0.9 1
42872 pbf off off scorr 2 200 0.9 2
42873 pbf off off scorr 2 200 0.9 3
42874 pbf off off scorr 2 200 0.9 4
42875 pbf off off scorr 2 200 0.9 5
42876 pbf off off scorr 2 200 0.9 6
42877 pbf off off scorr 2 200 0.9 7
42878 pbf off off scorr 2 200 0.9 8
42879 pbf off off scorr 2 200 0.9 9
42880 pbf off off scorr 2 200 0.9 10
42881 pbf off off scorr 5 25 0.1 1
42882 pbf off off scorr 5 25 0.1 2
42883 pbf off off scorr 5 25 0.1 3
42884 pbf off off scorr 5 25 0.1 4
42885 pbf off off scorr 5 25 0.1 5
42886 pbf off off scorr 5 25 0.1 6
42887 pbf off off scorr 5 25 0.1 7
42888 pbf off off scorr 5 25 0.1 8
42889 pbf off off scorr 5 25 0.1 9
42890 pbf off off scorr 5 25 0.1 10
42891 pbf off off scorr 5 25 0.2 1
42892 pbf off off scorr 5 25 0.2 2
42893 pbf off off scorr 5 25 0.2 3
42894 pbf off off scorr 5 25 0.2 4
42895 pbf off off scorr 5 25 0.2 5
42896 pbf off off scorr 5 25 0.2 6
42897 pbf off off scorr 5 25 0.2 7
42898 pbf off off scorr 5 25 0.2 8
42899 pbf off off scorr 5 25 0.2 9
42900 pbf off off scorr 5 25 0.2 10
42901 pbf off off scorr 5 25 0.5 1
42902 pbf off off scorr 5 25 0.5 2
42903 pbf off off scorr 5 25 0.5 3
42904 pbf off off scorr 5 25 0.5 4
42905 pbf off off scorr 5 25 0.5 5
42906 pbf off off scorr 5 25 0.5 6
42907 pbf off off scorr 5 25 0.5 7
42908 pbf off off scorr 5 25 0.5 8
42909 pbf off off scorr 5 25 0.5 9
42910 pbf off off scorr 5 25 0.5 10
42911 pbf off off scorr 5 25 0.9 1
42912 pbf off off scorr 5 25 0.9 2
42913 pbf off off scorr 5 25 0.9 3
42914 pbf off off scorr 5 25 0.9 4
42915 pbf off off scorr 5 25 0.9 5
42916 pbf off off scorr 5 25 0.9 6
42917 pbf off off scorr 5 25 0.9 7
42918 pbf off off scorr 5 25 0.9 8
42919 pbf off off scorr 5 25 0.9 9
42920 pbf off off scorr 5 25 0.9 10
42921 pbf off off scorr 5 50 0.1 1
42922 pbf off off scorr 5 50 0.1 2
42923 pbf off off scorr 5 50 0.1 3
42924 pbf off off scorr 5 50 0.1 4
42925 pbf off off scorr 5 50 0.1 5
42926 pbf off off scorr 5 50 0.1 6
42927 pbf off off scorr 5 50 0.1 7
42928 pbf off off scorr 5 50 0.1 8
42929 pbf off off scorr 5 50 0.1 9
42930 pbf off off scorr 5 50 0.1 10
42931 pbf off off scorr 5 50 0.2 1
42932 pbf off off scorr 5 50 0.2 2
42933 pbf off off scorr 5 50 0.2 3
42934 pbf off off scorr 5 50 0.2 4
42935 pbf off off scorr 5 50 0.2 5
42936 pbf off off scorr 5 50 0.2 6
42937 pbf off off scorr 5 50 0.2 7
42938 pbf off off scorr 5 50 0.2 8
42939 pbf off off scorr 5 50 0.2 9
42940 pbf off off scorr 5 50 0.2 10
42941 pbf off off scorr 5 50 0.5 1
42942 pbf off off scorr 5 50 0.5 2
42943 pbf off off scorr 5 50 0.5 3
42944 pbf off off scorr 5 50 0.5 4
42945 pbf off off scorr 5 50 0.5 5
42946 pbf off off scorr 5 50 0.5 6
42947 pbf off off scorr 5 50 0.5 7
42948 pbf off off scorr 5 50 0.5 8
42949 pbf off off scorr 5 50 0.5 9
42950 pbf off off scorr 5 50 0.5 10
42951 pbf off off scorr 5 50 0.9 1
42952 pbf off off scorr 5 50 0.9 2
42953 pbf off off scorr 5 50 0.9 3
42954 pbf off off scorr 5 50 0.9 4
42955 pbf off off scorr 5 50 0.9 5
42956 pbf off off scorr 5 50 0.9 6
42957 pbf off off scorr 5 50 0.9 7
42958 pbf off off scorr 5 50 0.9 8
42959 pbf off off scorr 5 50 0.9 9
42960 pbf off off scorr 5 50 0.9 10
42961 pbf off off scorr 5 100 0.1 1
42962 pbf off off scorr 5 100 0.1 2
42963 pbf off off scorr 5 100 0.1 3
42964 pbf off off scorr 5 100 0.1 4
42965 pbf off off scorr 5 100 0.1 5
42966 pbf off off scorr 5 100 0.1 6
42967 pbf off off scorr 5 100 0.1 7
42968 pbf off off scorr 5 100 0.1 8
42969 pbf off off scorr 5 100 0.1 9
42970 pbf off off scorr 5 100 0.1 10
42971 pbf off off scorr 5 100 0.2 1
42972 pbf off off scorr 5 100 0.2 2
42973 pbf off off scorr 5 100 0.2 3
42974 pbf off off scorr 5 100 0.2 4
42975 pbf off off scorr 5 100 0.2 5
42976 pbf off off scorr 5 100 0.2 6
42977 pbf off off scorr 5 100 0.2 7
42978 pbf off off scorr 5 100 0.2 8
42979 pbf off off scorr 5 100 0.2 9
42980 pbf off off scorr 5 100 0.2 10
42981 pbf off off scorr 5 100 0.5 1
42982 pbf off off scorr 5 100 0.5 2
42983 pbf off off scorr 5 100 0.5 3
42984 pbf off off scorr 5 100 0.5 4
42985 pbf off off scorr 5 100 0.5 5
42986 pbf off off scorr 5 100 0.5 6
42987 pbf off off scorr 5 100 0.5 7
42988 pbf off off scorr 5 100 0.5 8
42989 pbf off off scorr 5 100 0.5 9
42990 pbf off off scorr 5 100 0.5 10
42991 pbf off off scorr 5 100 0.9 1
42992 pbf off off scorr 5 100 0.9 2
42993 pbf off off scorr 5 100 0.9 3
42994 pbf off off scorr 5 100 0.9 4
42995 pbf off off scorr 5 100 0.9 5
42996 pbf off off scorr 5 100 0.9 6
42997 pbf off off scorr 5 100 0.9 7
42998 pbf off off scorr 5 100 0.9 8
42999 pbf off off scorr 5 100 0.9 9
43000 pbf off off scorr 5 100 0.9 10
43001 pbf off off scorr 5 200 0.1 1
43002 pbf off off scorr 5 200 0.1 2
43003 pbf off off scorr 5 200 0.1 3
43004 pbf off off scorr 5 200 0.1 4
43005 pbf off off scorr 5 200 0.1 5
43006 pbf off off scorr 5 200 0.1 6
43007 pbf off off scorr 5 200 0.1 7
43008 pbf off off scorr 5 200 0.1 8
43009 pbf off off scorr 5 200 0.1 9
43010 pbf off off scorr 5 200 0.1 10
43011 pbf off off scorr 5 200 0.2 1
43012 pbf off off scorr 5 200 0.2 2
43013 pbf off off scorr 5 200 0.2 3
43014 pbf off off scorr 5 200 0.2 4
43015 pbf off off scorr 5 200 0.2 5
43016 pbf off off scorr 5 200 0.2 6
43017 pbf off off scorr 5 200 0.2 7
43018 pbf off off scorr 5 200 0.2 8
43019 pbf off off scorr 5 200 0.2 9
43020 pbf off off scorr 5 200 0.2 10
43021 pbf off off scorr 5 200 0.5 1
43022 pbf off off scorr 5 200 0.5 2
43023 pbf off off scorr 5 200 0.5 3
43024 pbf off off scorr 5 200 0.5 4
43025 pbf off off scorr 5 200 0.5 5
43026 pbf off off scorr 5 200 0.5 6
43027 pbf off off scorr 5 200 0.5 7
43028 pbf off off scorr 5 200 0.5 8
43029 pbf off off scorr 5 200 0.5 9
43030 pbf off off scorr 5 200 0.5 10
43031 pbf off off scorr 5 200 0.9 1
43032 pbf off off scorr 5 200 0.9 2
43033 pbf off off scorr 5 200 0.9 3
43034 pbf off off scorr 5 200 0.9 4
43035 pbf off off scorr 5 200 0.9 5
43036 pbf off off scorr 5 200 0.9 6
43037 pbf off off scorr 5 200 0.9 7
43038 pbf off off scorr 5 200 0.9 8
43039 pbf off off scorr 5 200 0.9 9
43040 pbf off off scorr 5 200 0.9 10
43041 pbf off off scorr 10 25 0.1 1
43042 pbf off off scorr 10 25 0.1 2
43043 pbf off off scorr 10 25 0.1 3
43044 pbf off off scorr 10 25 0.1 4
43045 pbf off off scorr 10 25 0.1 5
43046 pbf off off scorr 10 25 0.1 6
43047 pbf off off scorr 10 25 0.1 7
43048 pbf off off scorr 10 25 0.1 8
43049 pbf off off scorr 10 25 0.1 9
43050 pbf off off scorr 10 25 0.1 10
43051 pbf off off scorr 10 25 0.2 1
43052 pbf off off scorr 10 25 0.2 2
43053 pbf off off scorr 10 25 0.2 3
43054 pbf off off scorr 10 25 0.2 4
43055 pbf off off scorr 10 25 0.2 5
43056 pbf off off scorr 10 25 0.2 6
43057 pbf off off scorr 10 25 0.2 7
43058 pbf off off scorr 10 25 0.2 8
43059 pbf off off scorr 10 25 0.2 9
43060 pbf off off scorr 10 25 0.2 10
43061 pbf off off scorr 10 25 0.5 1
43062 pbf off off scorr 10 25 0.5 2
43063 pbf off off scorr 10 25 0.5 3
43064 pbf off off scorr 10 25 0.5 4
43065 pbf off off scorr 10 25 0.5 5
43066 pbf off off scorr 10 25 0.5 6
43067 pbf off off scorr 10 25 0.5 7
43068 pbf off off scorr 10 25 0.5 8
43069 pbf off off scorr 10 25 0.5 9
43070 pbf off off scorr 10 25 0.5 10
43071 pbf off off scorr 10 25 0.9 1
43072 pbf off off scorr 10 25 0.9 2
43073 pbf off off scorr 10 25 0.9 3
43074 pbf off off scorr 10 25 0.9 4
43075 pbf off off scorr 10 25 0.9 5
43076 pbf off off scorr 10 25 0.9 6
43077 pbf off off scorr 10 25 0.9 7
43078 pbf off off scorr 10 25 0.9 8
43079 pbf off off scorr 10 25 0.9 9
43080 pbf off off scorr 10 25 0.9 10
43081 pbf off off scorr 10 50 0.1 1
43082 pbf off off scorr 10 50 0.1 2
43083 pbf off off scorr 10 50 0.1 3
43084 pbf off off scorr 10 50 0.1 4
43085 pbf off off scorr 10 50 0.1 5
43086 pbf off off scorr 10 50 0.1 6
43087 pbf off off scorr 10 50 0.1 7
43088 pbf off off scorr 10 50 0.1 8
43089 pbf off off scorr 10 50 0.1 9
43090 pbf off off scorr 10 50 0.1 10
43091 pbf off off scorr 10 50 0.2 1
43092 pbf off off scorr 10 50 0.2 2
43093 pbf off off scorr 10 50 0.2 3
43094 pbf off off scorr 10 50 0.2 4
43095 pbf off off scorr 10 50 0.2 5
43096 pbf off off scorr 10 50 0.2 6
43097 pbf off off scorr 10 50 0.2 7
43098 pbf off off scorr 10 50 0.2 8
43099 pbf off off scorr 10 50 0.2 9
43100 pbf off off scorr 10 50 0.2 10
43101 pbf off off scorr 10 50 0.5 1
43102 pbf off off scorr 10 50 0.5 2
43103 pbf off off scorr 10 50 0.5 3
43104 pbf off off scorr 10 50 0.5 4
43105 pbf off off scorr 10 50 0.5 5
43106 pbf off off scorr 10 50 0.5 6
43107 pbf off off scorr 10 50 0.5 7
43108 pbf off off scorr 10 50 0.5 8
43109 pbf off off scorr 10 50 0.5 9
43110 pbf off off scorr 10 50 0.5 10
43111 pbf off off scorr 10 50 0.9 1
43112 pbf off off scorr 10 50 0.9 2
43113 pbf off off scorr 10 50 0.9 3
43114 pbf off off scorr 10 50 0.9 4
43115 pbf off off scorr 10 50 0.9 5
43116 pbf off off scorr 10 50 0.9 6
43117 pbf off off scorr 10 50 0.9 7
43118 pbf off off scorr 10 50 0.9 8
43119 pbf off off scorr 10 50 0.9 9
43120 pbf off off scorr 10 50 0.9 10
43121 pbf off off scorr 10 100 0.1 1
43122 pbf off off scorr 10 100 0.1 2
43123 pbf off off scorr 10 100 0.1 3
43124 pbf off off scorr 10 100 0.1 4
43125 pbf off off scorr 10 100 0.1 5
43126 pbf off off scorr 10 100 0.1 6
43127 pbf off off scorr 10 100 0.1 7
43128 pbf off off scorr 10 100 0.1 8
43129 pbf off off scorr 10 100 0.1 9
43130 pbf off off scorr 10 100 0.1 10
43131 pbf off off scorr 10 100 0.2 1
43132 pbf off off scorr 10 100 0.2 2
43133 pbf off off scorr 10 100 0.2 3
43134 pbf off off scorr 10 100 0.2 4
43135 pbf off off scorr 10 100 0.2 5
43136 pbf off off scorr 10 100 0.2 6
43137 pbf off off scorr 10 100 0.2 7
43138 pbf off off scorr 10 100 0.2 8
43139 pbf off off scorr 10 100 0.2 9
43140 pbf off off scorr 10 100 0.2 10
43141 pbf off off scorr 10 100 0.5 1
43142 pbf off off scorr 10 100 0.5 2
43143 pbf off off scorr 10 100 0.5 3
43144 pbf off off scorr 10 100 0.5 4
43145 pbf off off scorr 10 100 0.5 5
43146 pbf off off scorr 10 100 0.5 6
43147 pbf off off scorr 10 100 0.5 7
43148 pbf off off scorr 10 100 0.5 8
43149 pbf off off scorr 10 100 0.5 9
43150 pbf off off scorr 10 100 0.5 10
43151 pbf off off scorr 10 100 0.9 1
43152 pbf off off scorr 10 100 0.9 2
43153 pbf off off scorr 10 100 0.9 3
43154 pbf off off scorr 10 100 0.9 4
43155 pbf off off scorr 10 100 0.9 5
43156 pbf off off scorr 10 100 0.9 6
43157 pbf off off scorr 10 100 0.9 7
43158 pbf off off scorr 10 100 0.9 8
43159 pbf off off scorr 10 100 0.9 9
43160 pbf off off scorr 10 100 0.9 10
43161 pbf off off scorr 10 200 0.1 1
43162 pbf off off scorr 10 200 0.1 2
43163 pbf off off scorr 10 200 0.1 3
43164 pbf off off scorr 10 200 0.1 4
43165 pbf off off scorr 10 200 0.1 5
43166 pbf off off scorr 10 200 0.1 6
43167 pbf off off scorr 10 200 0.1 7
43168 pbf off off scorr 10 200 0.1 8
43169 pbf off off scorr 10 200 0.1 9
43170 pbf off off scorr 10 200 0.1 10
43171 pbf off off scorr 10 200 0.2 1
43172 pbf off off scorr 10 200 0.2 2
43173 pbf off off scorr 10 200 0.2 3
43174 pbf off off scorr 10 200 0.2 4
43175 pbf off off scorr 10 200 0.2 5
43176 pbf off off scorr 10 200 0.2 6
43177 pbf off off scorr 10 200 0.2 7
43178 pbf off off scorr 10 200 0.2 8
43179 pbf off off scorr 10 200 0.2 9
43180 pbf off off scorr 10 200 0.2 10
43181 pbf off off scorr 10 200 0.5 1
43182 pbf off off scorr 10 200 0.5 2
43183 pbf off off scorr 10 200 0.5 3
43184 pbf off off scorr 10 200 0.5 4
43185 pbf off off scorr 10 200 0.5 5
43186 pbf off off scorr 10 200 0.5 6
43187 pbf off off scorr 10 200 0.5 7
43188 pbf off off scorr 10 200 0.5 8
43189 pbf off off scorr 10 200 0.5 9
43190 pbf off off scorr 10 200 0.5 10
43191 pbf off off scorr 10 200 0.9 1
43192 pbf off off scorr 10 200 0.9 2
43193 pbf off off scorr 10 200 0.9 3
43194 pbf off off scorr 10 200 0.9 4
43195 pbf off off scorr 10 200 0.9 5
43196 pbf off off scorr 10 200 0.9 6
43197 pbf off off scorr 10 200 0.9 7
43198 pbf off off scorr 10 200 0.9 8
43199 pbf off off scorr 10 200 0.9 9
43200 pbf off off scorr 10 200 0.9 10
43201 pbf off off invscorr 2 25 0.1 1
43202 pbf off off invscorr 2 25 0.1 2
43203 pbf off off invscorr 2 25 0.1 3
43204 pbf off off invscorr 2 25 0.1 4
43205 pbf off off invscorr 2 25 0.1 5
43206 pbf off off invscorr 2 25 0.1 6
43207 pbf off off invscorr 2 25 0.1 7
43208 pbf off off invscorr 2 25 0.1 8
43209 pbf off off invscorr 2 25 0.1 9
43210 pbf off off invscorr 2 25 0.1 10
43211 pbf off off invscorr 2 25 0.2 1
43212 pbf off off invscorr 2 25 0.2 2
43213 pbf off off invscorr 2 25 0.2 3
43214 pbf off off invscorr 2 25 0.2 4
43215 pbf off off invscorr 2 25 0.2 5
43216 pbf off off invscorr 2 25 0.2 6
43217 pbf off off invscorr 2 25 0.2 7
43218 pbf off off invscorr 2 25 0.2 8
43219 pbf off off invscorr 2 25 0.2 9
43220 pbf off off invscorr 2 25 0.2 10
43221 pbf off off invscorr 2 25 0.5 1
43222 pbf off off invscorr 2 25 0.5 2
43223 pbf off off invscorr 2 25 0.5 3
43224 pbf off off invscorr 2 25 0.5 4
43225 pbf off off invscorr 2 25 0.5 5
43226 pbf off off invscorr 2 25 0.5 6
43227 pbf off off invscorr 2 25 0.5 7
43228 pbf off off invscorr 2 25 0.5 8
43229 pbf off off invscorr 2 25 0.5 9
43230 pbf off off invscorr 2 25 0.5 10
43231 pbf off off invscorr 2 25 0.9 1
43232 pbf off off invscorr 2 25 0.9 2
43233 pbf off off invscorr 2 25 0.9 3
43234 pbf off off invscorr 2 25 0.9 4
43235 pbf off off invscorr 2 25 0.9 5
43236 pbf off off invscorr 2 25 0.9 6
43237 pbf off off invscorr 2 25 0.9 7
43238 pbf off off invscorr 2 25 0.9 8
43239 pbf off off invscorr 2 25 0.9 9
43240 pbf off off invscorr 2 25 0.9 10
43241 pbf off off invscorr 2 50 0.1 1
43242 pbf off off invscorr 2 50 0.1 2
43243 pbf off off invscorr 2 50 0.1 3
43244 pbf off off invscorr 2 50 0.1 4
43245 pbf off off invscorr 2 50 0.1 5
43246 pbf off off invscorr 2 50 0.1 6
43247 pbf off off invscorr 2 50 0.1 7
43248 pbf off off invscorr 2 50 0.1 8
43249 pbf off off invscorr 2 50 0.1 9
43250 pbf off off invscorr 2 50 0.1 10
43251 pbf off off invscorr 2 50 0.2 1
43252 pbf off off invscorr 2 50 0.2 2
43253 pbf off off invscorr 2 50 0.2 3
43254 pbf off off invscorr 2 50 0.2 4
43255 pbf off off invscorr 2 50 0.2 5
43256 pbf off off invscorr 2 50 0.2 6
43257 pbf off off invscorr 2 50 0.2 7
43258 pbf off off invscorr 2 50 0.2 8
43259 pbf off off invscorr 2 50 0.2 9
43260 pbf off off invscorr 2 50 0.2 10
43261 pbf off off invscorr 2 50 0.5 1
43262 pbf off off invscorr 2 50 0.5 2
43263 pbf off off invscorr 2 50 0.5 3
43264 pbf off off invscorr 2 50 0.5 4
43265 pbf off off invscorr 2 50 0.5 5
43266 pbf off off invscorr 2 50 0.5 6
43267 pbf off off invscorr 2 50 0.5 7
43268 pbf off off invscorr 2 50 0.5 8
43269 pbf off off invscorr 2 50 0.5 9
43270 pbf off off invscorr 2 50 0.5 10
43271 pbf off off invscorr 2 50 0.9 1
43272 pbf off off invscorr 2 50 0.9 2
43273 pbf off off invscorr 2 50 0.9 3
43274 pbf off off invscorr 2 50 0.9 4
43275 pbf off off invscorr 2 50 0.9 5
43276 pbf off off invscorr 2 50 0.9 6
43277 pbf off off invscorr 2 50 0.9 7
43278 pbf off off invscorr 2 50 0.9 8
43279 pbf off off invscorr 2 50 0.9 9
43280 pbf off off invscorr 2 50 0.9 10
43281 pbf off off invscorr 2 100 0.1 1
43282 pbf off off invscorr 2 100 0.1 2
43283 pbf off off invscorr 2 100 0.1 3
43284 pbf off off invscorr 2 100 0.1 4
43285 pbf off off invscorr 2 100 0.1 5
43286 pbf off off invscorr 2 100 0.1 6
43287 pbf off off invscorr 2 100 0.1 7
43288 pbf off off invscorr 2 100 0.1 8
43289 pbf off off invscorr 2 100 0.1 9
43290 pbf off off invscorr 2 100 0.1 10
43291 pbf off off invscorr 2 100 0.2 1
43292 pbf off off invscorr 2 100 0.2 2
43293 pbf off off invscorr 2 100 0.2 3
43294 pbf off off invscorr 2 100 0.2 4
43295 pbf off off invscorr 2 100 0.2 5
43296 pbf off off invscorr 2 100 0.2 6
43297 pbf off off invscorr 2 100 0.2 7
43298 pbf off off invscorr 2 100 0.2 8
43299 pbf off off invscorr 2 100 0.2 9
43300 pbf off off invscorr 2 100 0.2 10
43301 pbf off off invscorr 2 100 0.5 1
