jobid mutator crossover repair generator D mu eps repl
671 bf on off scorr 5 25 0.9 1
672 bf on off scorr 5 25 0.9 2
673 bf on off scorr 5 25 0.9 3
674 bf on off scorr 5 25 0.9 4
675 bf on off scorr 5 25 0.9 5
676 bf on off scorr 5 25 0.9 6
677 bf on off scorr 5 25 0.9 7
678 bf on off scorr 5 25 0.9 8
679 bf on off scorr 5 25 0.9 9
680 bf on off scorr 5 25 0.9 10
681 bf on off scorr 5 50 0.1 1
682 bf on off scorr 5 50 0.1 2
683 bf on off scorr 5 50 0.1 3
684 bf on off scorr 5 50 0.1 4
685 bf on off scorr 5 50 0.1 5
686 bf on off scorr 5 50 0.1 6
687 bf on off scorr 5 50 0.1 7
688 bf on off scorr 5 50 0.1 8
689 bf on off scorr 5 50 0.1 9
690 bf on off scorr 5 50 0.1 10
691 bf on off scorr 5 50 0.2 1
692 bf on off scorr 5 50 0.2 2
693 bf on off scorr 5 50 0.2 3
694 bf on off scorr 5 50 0.2 4
695 bf on off scorr 5 50 0.2 5
696 bf on off scorr 5 50 0.2 6
697 bf on off scorr 5 50 0.2 7
698 bf on off scorr 5 50 0.2 8
699 bf on off scorr 5 50 0.2 9
700 bf on off scorr 5 50 0.2 10
701 bf on off scorr 5 50 0.5 1
702 bf on off scorr 5 50 0.5 2
703 bf on off scorr 5 50 0.5 3
704 bf on off scorr 5 50 0.5 4
705 bf on off scorr 5 50 0.5 5
706 bf on off scorr 5 50 0.5 6
707 bf on off scorr 5 50 0.5 7
708 bf on off scorr 5 50 0.5 8
709 bf on off scorr 5 50 0.5 9
710 bf on off scorr 5 50 0.5 10
711 bf on off scorr 5 50 0.9 1
712 bf on off scorr 5 50 0.9 2
713 bf on off scorr 5 50 0.9 3
714 bf on off scorr 5 50 0.9 4
715 bf on off scorr 5 50 0.9 5
716 bf on off scorr 5 50 0.9 6
717 bf on off scorr 5 50 0.9 7
718 bf on off scorr 5 50 0.9 8
719 bf on off scorr 5 50 0.9 9
720 bf on off scorr 5 50 0.9 10
721 bf on off scorr 5 100 0.1 1
722 bf on off scorr 5 100 0.1 2
723 bf on off scorr 5 100 0.1 3
724 bf on off scorr 5 100 0.1 4
725 bf on off scorr 5 100 0.1 5
726 bf on off scorr 5 100 0.1 6
727 bf on off scorr 5 100 0.1 7
728 bf on off scorr 5 100 0.1 8
729 bf on off scorr 5 100 0.1 9
730 bf on off scorr 5 100 0.1 10
731 bf on off scorr 5 100 0.2 1
732 bf on off scorr 5 100 0.2 2
733 bf on off scorr 5 100 0.2 3
734 bf on off scorr 5 100 0.2 4
735 bf on off scorr 5 100 0.2 5
736 bf on off scorr 5 100 0.2 6
737 bf on off scorr 5 100 0.2 7
738 bf on off scorr 5 100 0.2 8
739 bf on off scorr 5 100 0.2 9
740 bf on off scorr 5 100 0.2 10
741 bf on off scorr 5 100 0.5 1
742 bf on off scorr 5 100 0.5 2
743 bf on off scorr 5 100 0.5 3
744 bf on off scorr 5 100 0.5 4
745 bf on off scorr 5 100 0.5 5
746 bf on off scorr 5 100 0.5 6
747 bf on off scorr 5 100 0.5 7
748 bf on off scorr 5 100 0.5 8
749 bf on off scorr 5 100 0.5 9
750 bf on off scorr 5 100 0.5 10
751 bf on off scorr 5 100 0.9 1
752 bf on off scorr 5 100 0.9 2
753 bf on off scorr 5 100 0.9 3
754 bf on off scorr 5 100 0.9 4
755 bf on off scorr 5 100 0.9 5
756 bf on off scorr 5 100 0.9 6
757 bf on off scorr 5 100 0.9 7
758 bf on off scorr 5 100 0.9 8
759 bf on off scorr 5 100 0.9 9
760 bf on off scorr 5 100 0.9 10
761 bf on off scorr 5 200 0.1 1
762 bf on off scorr 5 200 0.1 2
763 bf on off scorr 5 200 0.1 3
764 bf on off scorr 5 200 0.1 4
765 bf on off scorr 5 200 0.1 5
766 bf on off scorr 5 200 0.1 6
767 bf on off scorr 5 200 0.1 7
768 bf on off scorr 5 200 0.1 8
769 bf on off scorr 5 200 0.1 9
770 bf on off scorr 5 200 0.1 10
771 bf on off scorr 5 200 0.2 1
772 bf on off scorr 5 200 0.2 2
773 bf on off scorr 5 200 0.2 3
774 bf on off scorr 5 200 0.2 4
775 bf on off scorr 5 200 0.2 5
776 bf on off scorr 5 200 0.2 6
777 bf on off scorr 5 200 0.2 7
778 bf on off scorr 5 200 0.2 8
779 bf on off scorr 5 200 0.2 9
780 bf on off scorr 5 200 0.2 10
781 bf on off scorr 5 200 0.5 1
782 bf on off scorr 5 200 0.5 2
783 bf on off scorr 5 200 0.5 3
784 bf on off scorr 5 200 0.5 4
785 bf on off scorr 5 200 0.5 5
786 bf on off scorr 5 200 0.5 6
787 bf on off scorr 5 200 0.5 7
788 bf on off scorr 5 200 0.5 8
789 bf on off scorr 5 200 0.5 9
790 bf on off scorr 5 200 0.5 10
791 bf on off scorr 5 200 0.9 1
792 bf on off scorr 5 200 0.9 2
793 bf on off scorr 5 200 0.9 3
794 bf on off scorr 5 200 0.9 4
795 bf on off scorr 5 200 0.9 5
796 bf on off scorr 5 200 0.9 6
797 bf on off scorr 5 200 0.9 7
798 bf on off scorr 5 200 0.9 8
799 bf on off scorr 5 200 0.9 9
800 bf on off scorr 5 200 0.9 10
801 bf on off scorr 10 25 0.1 1
802 bf on off scorr 10 25 0.1 2
803 bf on off scorr 10 25 0.1 3
804 bf on off scorr 10 25 0.1 4
805 bf on off scorr 10 25 0.1 5
806 bf on off scorr 10 25 0.1 6
807 bf on off scorr 10 25 0.1 7
808 bf on off scorr 10 25 0.1 8
809 bf on off scorr 10 25 0.1 9
810 bf on off scorr 10 25 0.1 10
811 bf on off scorr 10 25 0.2 1
812 bf on off scorr 10 25 0.2 2
813 bf on off scorr 10 25 0.2 3
814 bf on off scorr 10 25 0.2 4
815 bf on off scorr 10 25 0.2 5
816 bf on off scorr 10 25 0.2 6
817 bf on off scorr 10 25 0.2 7
818 bf on off scorr 10 25 0.2 8
819 bf on off scorr 10 25 0.2 9
820 bf on off scorr 10 25 0.2 10
821 bf on off scorr 10 25 0.5 1
822 bf on off scorr 10 25 0.5 2
823 bf on off scorr 10 25 0.5 3
824 bf on off scorr 10 25 0.5 4
825 bf on off scorr 10 25 0.5 5
826 bf on off scorr 10 25 0.5 6
827 bf on off scorr 10 25 0.5 7
828 bf on off scorr 10 25 0.5 8
829 bf on off scorr 10 25 0.5 9
830 bf on off scorr 10 25 0.5 10
831 bf on off scorr 10 25 0.9 1
832 bf on off scorr 10 25 0.9 2
833 bf on off scorr 10 25 0.9 3
834 bf on off scorr 10 25 0.9 4
835 bf on off scorr 10 25 0.9 5
836 bf on off scorr 10 25 0.9 6
837 bf on off scorr 10 25 0.9 7
838 bf on off scorr 10 25 0.9 8
839 bf on off scorr 10 25 0.9 9
840 bf on off scorr 10 25 0.9 10
841 bf on off scorr 10 50 0.1 1
842 bf on off scorr 10 50 0.1 2
843 bf on off scorr 10 50 0.1 3
844 bf on off scorr 10 50 0.1 4
845 bf on off scorr 10 50 0.1 5
846 bf on off scorr 10 50 0.1 6
847 bf on off scorr 10 50 0.1 7
848 bf on off scorr 10 50 0.1 8
849 bf on off scorr 10 50 0.1 9
850 bf on off scorr 10 50 0.1 10
851 bf on off scorr 10 50 0.2 1
852 bf on off scorr 10 50 0.2 2
853 bf on off scorr 10 50 0.2 3
854 bf on off scorr 10 50 0.2 4
855 bf on off scorr 10 50 0.2 5
856 bf on off scorr 10 50 0.2 6
857 bf on off scorr 10 50 0.2 7
858 bf on off scorr 10 50 0.2 8
859 bf on off scorr 10 50 0.2 9
860 bf on off scorr 10 50 0.2 10
861 bf on off scorr 10 50 0.5 1
862 bf on off scorr 10 50 0.5 2
863 bf on off scorr 10 50 0.5 3
864 bf on off scorr 10 50 0.5 4
865 bf on off scorr 10 50 0.5 5
866 bf on off scorr 10 50 0.5 6
867 bf on off scorr 10 50 0.5 7
868 bf on off scorr 10 50 0.5 8
869 bf on off scorr 10 50 0.5 9
870 bf on off scorr 10 50 0.5 10
871 bf on off scorr 10 50 0.9 1
872 bf on off scorr 10 50 0.9 2
873 bf on off scorr 10 50 0.9 3
874 bf on off scorr 10 50 0.9 4
875 bf on off scorr 10 50 0.9 5
876 bf on off scorr 10 50 0.9 6
877 bf on off scorr 10 50 0.9 7
878 bf on off scorr 10 50 0.9 8
879 bf on off scorr 10 50 0.9 9
880 bf on off scorr 10 50 0.9 10
881 bf on off scorr 10 100 0.1 1
882 bf on off scorr 10 100 0.1 2
883 bf on off scorr 10 100 0.1 3
884 bf on off scorr 10 100 0.1 4
885 bf on off scorr 10 100 0.1 5
886 bf on off scorr 10 100 0.1 6
887 bf on off scorr 10 100 0.1 7
888 bf on off scorr 10 100 0.1 8
889 bf on off scorr 10 100 0.1 9
890 bf on off scorr 10 100 0.1 10
891 bf on off scorr 10 100 0.2 1
892 bf on off scorr 10 100 0.2 2
893 bf on off scorr 10 100 0.2 3
894 bf on off scorr 10 100 0.2 4
895 bf on off scorr 10 100 0.2 5
896 bf on off scorr 10 100 0.2 6
897 bf on off scorr 10 100 0.2 7
898 bf on off scorr 10 100 0.2 8
899 bf on off scorr 10 100 0.2 9
900 bf on off scorr 10 100 0.2 10
901 bf on off scorr 10 100 0.5 1
902 bf on off scorr 10 100 0.5 2
903 bf on off scorr 10 100 0.5 3
904 bf on off scorr 10 100 0.5 4
905 bf on off scorr 10 100 0.5 5
906 bf on off scorr 10 100 0.5 6
907 bf on off scorr 10 100 0.5 7
908 bf on off scorr 10 100 0.5 8
909 bf on off scorr 10 100 0.5 9
910 bf on off scorr 10 100 0.5 10
911 bf on off scorr 10 100 0.9 1
912 bf on off scorr 10 100 0.9 2
913 bf on off scorr 10 100 0.9 3
914 bf on off scorr 10 100 0.9 4
915 bf on off scorr 10 100 0.9 5
916 bf on off scorr 10 100 0.9 6
917 bf on off scorr 10 100 0.9 7
918 bf on off scorr 10 100 0.9 8
919 bf on off scorr 10 100 0.9 9
920 bf on off scorr 10 100 0.9 10
921 bf on off scorr 10 200 0.1 1
922 bf on off scorr 10 200 0.1 2
923 bf on off scorr 10 200 0.1 3
924 bf on off scorr 10 200 0.1 4
925 bf on off scorr 10 200 0.1 5
926 bf on off scorr 10 200 0.1 6
927 bf on off scorr 10 200 0.1 7
928 bf on off scorr 10 200 0.1 8
929 bf on off scorr 10 200 0.1 9
930 bf on off scorr 10 200 0.1 10
931 bf on off scorr 10 200 0.2 1
932 bf on off scorr 10 200 0.2 2
933 bf on off scorr 10 200 0.2 3
934 bf on off scorr 10 200 0.2 4
935 bf on off scorr 10 200 0.2 5
936 bf on off scorr 10 200 0.2 6
937 bf on off scorr 10 200 0.2 7
938 bf on off scorr 10 200 0.2 8
939 bf on off scorr 10 200 0.2 9
940 bf on off scorr 10 200 0.2 10
941 bf on off scorr 10 200 0.5 1
942 bf on off scorr 10 200 0.5 2
943 bf on off scorr 10 200 0.5 3
944 bf on off scorr 10 200 0.5 4
945 bf on off scorr 10 200 0.5 5
946 bf on off scorr 10 200 0.5 6
947 bf on off scorr 10 200 0.5 7
948 bf on off scorr 10 200 0.5 8
949 bf on off scorr 10 200 0.5 9
950 bf on off scorr 10 200 0.5 10
951 bf on off scorr 10 200 0.9 1
952 bf on off scorr 10 200 0.9 2
953 bf on off scorr 10 200 0.9 3
954 bf on off scorr 10 200 0.9 4
955 bf on off scorr 10 200 0.9 5
956 bf on off scorr 10 200 0.9 6
957 bf on off scorr 10 200 0.9 7
958 bf on off scorr 10 200 0.9 8
959 bf on off scorr 10 200 0.9 9
960 bf on off scorr 10 200 0.9 10
961 bf on off invscorr 2 25 0.1 1
962 bf on off invscorr 2 25 0.1 2
963 bf on off invscorr 2 25 0.1 3
964 bf on off invscorr 2 25 0.1 4
965 bf on off invscorr 2 25 0.1 5
966 bf on off invscorr 2 25 0.1 6
967 bf on off invscorr 2 25 0.1 7
968 bf on off invscorr 2 25 0.1 8
969 bf on off invscorr 2 25 0.1 9
970 bf on off invscorr 2 25 0.1 10
971 bf on off invscorr 2 25 0.2 1
972 bf on off invscorr 2 25 0.2 2
973 bf on off invscorr 2 25 0.2 3
974 bf on off invscorr 2 25 0.2 4
975 bf on off invscorr 2 25 0.2 5
976 bf on off invscorr 2 25 0.2 6
977 bf on off invscorr 2 25 0.2 7
978 bf on off invscorr 2 25 0.2 8
979 bf on off invscorr 2 25 0.2 9
980 bf on off invscorr 2 25 0.2 10
981 bf on off invscorr 2 25 0.5 1
982 bf on off invscorr 2 25 0.5 2
983 bf on off invscorr 2 25 0.5 3
984 bf on off invscorr 2 25 0.5 4
985 bf on off invscorr 2 25 0.5 5
986 bf on off invscorr 2 25 0.5 6
987 bf on off invscorr 2 25 0.5 7
988 bf on off invscorr 2 25 0.5 8
989 bf on off invscorr 2 25 0.5 9
990 bf on off invscorr 2 25 0.5 10
991 bf on off invscorr 2 25 0.9 1
992 bf on off invscorr 2 25 0.9 2
993 bf on off invscorr 2 25 0.9 3
994 bf on off invscorr 2 25 0.9 4
995 bf on off invscorr 2 25 0.9 5
996 bf on off invscorr 2 25 0.9 6
997 bf on off invscorr 2 25 0.9 7
998 bf on off invscorr 2 25 0.9 8
999 bf on off invscorr 2 25 0.9 9
1000 bf on off invscorr 2 25 0.9 10
1001 bf on off invscorr 2 50 0.1 1
1002 bf on off invscorr 2 50 0.1 2
1003 bf on off invscorr 2 50 0.1 3
1004 bf on off invscorr 2 50 0.1 4
1005 bf on off invscorr 2 50 0.1 5
1006 bf on off invscorr 2 50 0.1 6
1007 bf on off invscorr 2 50 0.1 7
1008 bf on off invscorr 2 50 0.1 8
1009 bf on off invscorr 2 50 0.1 9
1010 bf on off invscorr 2 50 0.1 10
1011 bf on off invscorr 2 50 0.2 1
1012 bf on off invscorr 2 50 0.2 2
1013 bf on off invscorr 2 50 0.2 3
1014 bf on off invscorr 2 50 0.2 4
1015 bf on off invscorr 2 50 0.2 5
1016 bf on off invscorr 2 50 0.2 6
1017 bf on off invscorr 2 50 0.2 7
1018 bf on off invscorr 2 50 0.2 8
1019 bf on off invscorr 2 50 0.2 9
1020 bf on off invscorr 2 50 0.2 10
1021 bf on off invscorr 2 50 0.5 1
1022 bf on off invscorr 2 50 0.5 2
1023 bf on off invscorr 2 50 0.5 3
1024 bf on off invscorr 2 50 0.5 4
1025 bf on off invscorr 2 50 0.5 5
1026 bf on off invscorr 2 50 0.5 6
1027 bf on off invscorr 2 50 0.5 7
1028 bf on off invscorr 2 50 0.5 8
1029 bf on off invscorr 2 50 0.5 9
1030 bf on off invscorr 2 50 0.5 10
1031 bf on off invscorr 2 50 0.9 1
1032 bf on off invscorr 2 50 0.9 2
1033 bf on off invscorr 2 50 0.9 3
1034 bf on off invscorr 2 50 0.9 4
1035 bf on off invscorr 2 50 0.9 5
1036 bf on off invscorr 2 50 0.9 6
1037 bf on off invscorr 2 50 0.9 7
1038 bf on off invscorr 2 50 0.9 8
1039 bf on off invscorr 2 50 0.9 9
1040 bf on off invscorr 2 50 0.9 10
1041 bf on off invscorr 2 100 0.1 1
1042 bf on off invscorr 2 100 0.1 2
1043 bf on off invscorr 2 100 0.1 3
1044 bf on off invscorr 2 100 0.1 4
1045 bf on off invscorr 2 100 0.1 5
1046 bf on off invscorr 2 100 0.1 6
1047 bf on off invscorr 2 100 0.1 7
1048 bf on off invscorr 2 100 0.1 8
1049 bf on off invscorr 2 100 0.1 9
1050 bf on off invscorr 2 100 0.1 10
1051 bf on off invscorr 2 100 0.2 1
1052 bf on off invscorr 2 100 0.2 2
1053 bf on off invscorr 2 100 0.2 3
1054 bf on off invscorr 2 100 0.2 4
1055 bf on off invscorr 2 100 0.2 5
1056 bf on off invscorr 2 100 0.2 6
1057 bf on off invscorr 2 100 0.2 7
1058 bf on off invscorr 2 100 0.2 8
1059 bf on off invscorr 2 100 0.2 9
1060 bf on off invscorr 2 100 0.2 10
1061 bf on off invscorr 2 100 0.5 1
1062 bf on off invscorr 2 100 0.5 2
1063 bf on off invscorr 2 100 0.5 3
1064 bf on off invscorr 2 100 0.5 4
1065 bf on off invscorr 2 100 0.5 5
1066 bf on off invscorr 2 100 0.5 6
1067 bf on off invscorr 2 100 0.5 7
1068 bf on off invscorr 2 100 0.5 8
1069 bf on off invscorr 2 100 0.5 9
1070 bf on off invscorr 2 100 0.5 10
1071 bf on off invscorr 2 100 0.9 1
1072 bf on off invscorr 2 100 0.9 2
1073 bf on off invscorr 2 100 0.9 3
1074 bf on off invscorr 2 100 0.9 4
1075 bf on off invscorr 2 100 0.9 5
1076 bf on off invscorr 2 100 0.9 6
1077 bf on off invscorr 2 100 0.9 7
1078 bf on off invscorr 2 100 0.9 8
1079 bf on off invscorr 2 100 0.9 9
1080 bf on off invscorr 2 100 0.9 10
1081 bf on off invscorr 2 200 0.1 1
1082 bf on off invscorr 2 200 0.1 2
1083 bf on off invscorr 2 200 0.1 3
1084 bf on off invscorr 2 200 0.1 4
1085 bf on off invscorr 2 200 0.1 5
1086 bf on off invscorr 2 200 0.1 6
1087 bf on off invscorr 2 200 0.1 7
1088 bf on off invscorr 2 200 0.1 8
1089 bf on off invscorr 2 200 0.1 9
1090 bf on off invscorr 2 200 0.1 10
1091 bf on off invscorr 2 200 0.2 1
1092 bf on off invscorr 2 200 0.2 2
1093 bf on off invscorr 2 200 0.2 3
1094 bf on off invscorr 2 200 0.2 4
1095 bf on off invscorr 2 200 0.2 5
1096 bf on off invscorr 2 200 0.2 6
1097 bf on off invscorr 2 200 0.2 7
1098 bf on off invscorr 2 200 0.2 8
1099 bf on off invscorr 2 200 0.2 9
1100 bf on off invscorr 2 200 0.2 10
1101 bf on off invscorr 2 200 0.5 1
1102 bf on off invscorr 2 200 0.5 2
1103 bf on off invscorr 2 200 0.5 3
1104 bf on off invscorr 2 200 0.5 4
1105 bf on off invscorr 2 200 0.5 5
1106 bf on off invscorr 2 200 0.5 6
1107 bf on off invscorr 2 200 0.5 7
1108 bf on off invscorr 2 200 0.5 8
1109 bf on off invscorr 2 200 0.5 9
1110 bf on off invscorr 2 200 0.5 10
1111 bf on off invscorr 2 200 0.9 1
1112 bf on off invscorr 2 200 0.9 2
1113 bf on off invscorr 2 200 0.9 3
1114 bf on off invscorr 2 200 0.9 4
1115 bf on off invscorr 2 200 0.9 5
1116 bf on off invscorr 2 200 0.9 6
1117 bf on off invscorr 2 200 0.9 7
1118 bf on off invscorr 2 200 0.9 8
1119 bf on off invscorr 2 200 0.9 9
1120 bf on off invscorr 2 200 0.9 10
1121 bf on off invscorr 5 25 0.1 1
1122 bf on off invscorr 5 25 0.1 2
1123 bf on off invscorr 5 25 0.1 3
1124 bf on off invscorr 5 25 0.1 4
1125 bf on off invscorr 5 25 0.1 5
1126 bf on off invscorr 5 25 0.1 6
1127 bf on off invscorr 5 25 0.1 7
1128 bf on off invscorr 5 25 0.1 8
1129 bf on off invscorr 5 25 0.1 9
1130 bf on off invscorr 5 25 0.1 10
1131 bf on off invscorr 5 25 0.2 1
1132 bf on off invscorr 5 25 0.2 2
1133 bf on off invscorr 5 25 0.2 3
1134 bf on off invscorr 5 25 0.2 4
1135 bf on off invscorr 5 25 0.2 5
1136 bf on off invscorr 5 25 0.2 6
1137 bf on off invscorr 5 25 0.2 7
1138 bf on off invscorr 5 25 0.2 8
1139 bf on off invscorr 5 25 0.2 9
1140 bf on off invscorr 5 25 0.2 10
1141 bf on off invscorr 5 25 0.5 1
1142 bf on off invscorr 5 25 0.5 2
1143 bf on off invscorr 5 25 0.5 3
1144 bf on off invscorr 5 25 0.5 4
1145 bf on off invscorr 5 25 0.5 5
1146 bf on off invscorr 5 25 0.5 6
1147 bf on off invscorr 5 25 0.5 7
1148 bf on off invscorr 5 25 0.5 8
1149 bf on off invscorr 5 25 0.5 9
1150 bf on off invscorr 5 25 0.5 10
1151 bf on off invscorr 5 25 0.9 1
1152 bf on off invscorr 5 25 0.9 2
1153 bf on off invscorr 5 25 0.9 3
1154 bf on off invscorr 5 25 0.9 4
1155 bf on off invscorr 5 25 0.9 5
1156 bf on off invscorr 5 25 0.9 6
1157 bf on off invscorr 5 25 0.9 7
1158 bf on off invscorr 5 25 0.9 8
1159 bf on off invscorr 5 25 0.9 9
1160 bf on off invscorr 5 25 0.9 10
1161 bf on off invscorr 5 50 0.1 1
1162 bf on off invscorr 5 50 0.1 2
1163 bf on off invscorr 5 50 0.1 3
1164 bf on off invscorr 5 50 0.1 4
1165 bf on off invscorr 5 50 0.1 5
1166 bf on off invscorr 5 50 0.1 6
1167 bf on off invscorr 5 50 0.1 7
1168 bf on off invscorr 5 50 0.1 8
1169 bf on off invscorr 5 50 0.1 9
1170 bf on off invscorr 5 50 0.1 10
1171 bf on off invscorr 5 50 0.2 1
1172 bf on off invscorr 5 50 0.2 2
1173 bf on off invscorr 5 50 0.2 3
1174 bf on off invscorr 5 50 0.2 4
1175 bf on off invscorr 5 50 0.2 5
1176 bf on off invscorr 5 50 0.2 6
1177 bf on off invscorr 5 50 0.2 7
1178 bf on off invscorr 5 50 0.2 8
1179 bf on off invscorr 5 50 0.2 9
1180 bf on off invscorr 5 50 0.2 10
1181 bf on off invscorr 5 50 0.5 1
1182 bf on off invscorr 5 50 0.5 2
1183 bf on off invscorr 5 50 0.5 3
1184 bf on off invscorr 5 50 0.5 4
1185 bf on off invscorr 5 50 0.5 5
1186 bf on off invscorr 5 50 0.5 6
1187 bf on off invscorr 5 50 0.5 7
1188 bf on off invscorr 5 50 0.5 8
1189 bf on off invscorr 5 50 0.5 9
1190 bf on off invscorr 5 50 0.5 10
1191 bf on off invscorr 5 50 0.9 1
1192 bf on off invscorr 5 50 0.9 2
1193 bf on off invscorr 5 50 0.9 3
1194 bf on off invscorr 5 50 0.9 4
1195 bf on off invscorr 5 50 0.9 5
1196 bf on off invscorr 5 50 0.9 6
1197 bf on off invscorr 5 50 0.9 7
1198 bf on off invscorr 5 50 0.9 8
1199 bf on off invscorr 5 50 0.9 9
1200 bf on off invscorr 5 50 0.9 10
1201 bf on off invscorr 5 100 0.1 1
1202 bf on off invscorr 5 100 0.1 2
1203 bf on off invscorr 5 100 0.1 3
1204 bf on off invscorr 5 100 0.1 4
1205 bf on off invscorr 5 100 0.1 5
1206 bf on off invscorr 5 100 0.1 6
1207 bf on off invscorr 5 100 0.1 7
1208 bf on off invscorr 5 100 0.1 8
1209 bf on off invscorr 5 100 0.1 9
1210 bf on off invscorr 5 100 0.1 10
1211 bf on off invscorr 5 100 0.2 1
1212 bf on off invscorr 5 100 0.2 2
1213 bf on off invscorr 5 100 0.2 3
1214 bf on off invscorr 5 100 0.2 4
1215 bf on off invscorr 5 100 0.2 5
1216 bf on off invscorr 5 100 0.2 6
1217 bf on off invscorr 5 100 0.2 7
1218 bf on off invscorr 5 100 0.2 8
1219 bf on off invscorr 5 100 0.2 9
1220 bf on off invscorr 5 100 0.2 10
1221 bf on off invscorr 5 100 0.5 1
1222 bf on off invscorr 5 100 0.5 2
1223 bf on off invscorr 5 100 0.5 3
1224 bf on off invscorr 5 100 0.5 4
1225 bf on off invscorr 5 100 0.5 5
1226 bf on off invscorr 5 100 0.5 6
1227 bf on off invscorr 5 100 0.5 7
1228 bf on off invscorr 5 100 0.5 8
1229 bf on off invscorr 5 100 0.5 9
1230 bf on off invscorr 5 100 0.5 10
1231 bf on off invscorr 5 100 0.9 1
1232 bf on off invscorr 5 100 0.9 2
1233 bf on off invscorr 5 100 0.9 3
1234 bf on off invscorr 5 100 0.9 4
1235 bf on off invscorr 5 100 0.9 5
1236 bf on off invscorr 5 100 0.9 6
1237 bf on off invscorr 5 100 0.9 7
1238 bf on off invscorr 5 100 0.9 8
1239 bf on off invscorr 5 100 0.9 9
1240 bf on off invscorr 5 100 0.9 10
1241 bf on off invscorr 5 200 0.1 1
1242 bf on off invscorr 5 200 0.1 2
1243 bf on off invscorr 5 200 0.1 3
1244 bf on off invscorr 5 200 0.1 4
1245 bf on off invscorr 5 200 0.1 5
1246 bf on off invscorr 5 200 0.1 6
1247 bf on off invscorr 5 200 0.1 7
1248 bf on off invscorr 5 200 0.1 8
1249 bf on off invscorr 5 200 0.1 9
1250 bf on off invscorr 5 200 0.1 10
1251 bf on off invscorr 5 200 0.2 1
1252 bf on off invscorr 5 200 0.2 2
1253 bf on off invscorr 5 200 0.2 3
1254 bf on off invscorr 5 200 0.2 4
1255 bf on off invscorr 5 200 0.2 5
1256 bf on off invscorr 5 200 0.2 6
1257 bf on off invscorr 5 200 0.2 7
1258 bf on off invscorr 5 200 0.2 8
1259 bf on off invscorr 5 200 0.2 9
1260 bf on off invscorr 5 200 0.2 10
1261 bf on off invscorr 5 200 0.5 1
1262 bf on off invscorr 5 200 0.5 2
1263 bf on off invscorr 5 200 0.5 3
1264 bf on off invscorr 5 200 0.5 4
1265 bf on off invscorr 5 200 0.5 5
1266 bf on off invscorr 5 200 0.5 6
1267 bf on off invscorr 5 200 0.5 7
1268 bf on off invscorr 5 200 0.5 8
1269 bf on off invscorr 5 200 0.5 9
1270 bf on off invscorr 5 200 0.5 10
1271 bf on off invscorr 5 200 0.9 1
1272 bf on off invscorr 5 200 0.9 2
1273 bf on off invscorr 5 200 0.9 3
1274 bf on off invscorr 5 200 0.9 4
1275 bf on off invscorr 5 200 0.9 5
1276 bf on off invscorr 5 200 0.9 6
1277 bf on off invscorr 5 200 0.9 7
1278 bf on off invscorr 5 200 0.9 8
1279 bf on off invscorr 5 200 0.9 9
1280 bf on off invscorr 5 200 0.9 10
1281 bf on off invscorr 10 25 0.1 1
1282 bf on off invscorr 10 25 0.1 2
1283 bf on off invscorr 10 25 0.1 3
1284 bf on off invscorr 10 25 0.1 4
1285 bf on off invscorr 10 25 0.1 5
1286 bf on off invscorr 10 25 0.1 6
1287 bf on off invscorr 10 25 0.1 7
1288 bf on off invscorr 10 25 0.1 8
1289 bf on off invscorr 10 25 0.1 9
1290 bf on off invscorr 10 25 0.1 10
1291 bf on off invscorr 10 25 0.2 1
1292 bf on off invscorr 10 25 0.2 2
1293 bf on off invscorr 10 25 0.2 3
1294 bf on off invscorr 10 25 0.2 4
1295 bf on off invscorr 10 25 0.2 5
1296 bf on off invscorr 10 25 0.2 6
1297 bf on off invscorr 10 25 0.2 7
1298 bf on off invscorr 10 25 0.2 8
1299 bf on off invscorr 10 25 0.2 9
1300 bf on off invscorr 10 25 0.2 10
1301 bf on off invscorr 10 25 0.5 1
1302 bf on off invscorr 10 25 0.5 2
1303 bf on off invscorr 10 25 0.5 3
1304 bf on off invscorr 10 25 0.5 4
1305 bf on off invscorr 10 25 0.5 5
1306 bf on off invscorr 10 25 0.5 6
1307 bf on off invscorr 10 25 0.5 7
1308 bf on off invscorr 10 25 0.5 8
1309 bf on off invscorr 10 25 0.5 9
1310 bf on off invscorr 10 25 0.5 10
1311 bf on off invscorr 10 25 0.9 1
1312 bf on off invscorr 10 25 0.9 2
1313 bf on off invscorr 10 25 0.9 3
1314 bf on off invscorr 10 25 0.9 4
1315 bf on off invscorr 10 25 0.9 5
